date,barrels,fatalities,cost,price,next_day_price,next_week_price,next_day,next_week
2012-07-23,132.0,,6213980,103.91,103.57,106.54,0,1
2012-07-24,0.0,,27600,103.57,102.35,105.93,0,1
2012-07-24,0.09,,35025,103.57,102.35,105.93,0,1
2012-07-25,0.0,,2070,102.35,104.77,106.78,1,1
2012-07-26,0.0,,36000,104.77,106.3,107.55,1,1
2012-07-27,0.04,,5092,106.3,106.54,109.57,1,1
2012-07-27,629.0,,5014408,106.3,106.54,109.57,1,1
2012-07-30,0.0,,14620,106.54,105.93,110.01,0,1
2012-08-01,217.0,,8925,106.78,107.55,113.42,1,1
2012-08-02,1.0,,15460,107.55,109.57,113.52,1,1
2012-08-03,0.36,,5040,109.57,110.01,113.13,1,1
2012-08-05,0.0,,20000,109.57,110.01,114.48,1,1
2012-08-06,0.24,,34500,110.01,112.39,114.48,1,1
2012-08-07,0.0,,20130,112.39,113.42,113.9,1,1
2012-08-08,0.44,,550,113.42,113.52,115.51,1,1
2012-08-09,0.0,,85678,113.52,113.13,116.12,0,1
2012-08-15,0.0,,75544,115.51,116.12,115.77,1,1
2012-08-15,3.0,,12453,115.51,116.12,115.77,1,1
2012-08-15,0.0,,7400,115.51,116.12,115.77,1,1
2012-08-17,0.12,,27170,115.2,115.5,115.76,1,1
2012-08-18,0.4,,1050,115.2,115.5,113.74,1,0
2012-08-19,0.0,,46000,115.2,115.5,113.74,1,0
2012-08-19,0.5,,991,115.2,115.5,113.74,1,0
2012-08-20,5.0,,21700,115.5,116.03,113.74,1,0
2012-08-20,0.25,,130050,115.5,116.03,113.74,1,0
2012-08-22,0.0,,666980,115.77,117.45,112.53,1,0
2012-08-22,0.1,,185500,115.77,117.45,112.53,1,0
2012-08-23,0.0,,6000,117.45,115.76,112.28,0,0
2012-08-23,0.0,,105402,117.45,115.76,112.28,0,0
2012-08-23,3.0,,501500,117.45,115.76,112.28,0,0
2012-08-25,0.0,,16000,115.76,113.74,114.98,0,0
2012-08-27,19.0,,6023171,113.74,112.62,114.98,0,1
2012-08-27,0.0,,250,113.74,112.62,114.98,0,1
2012-08-29,0.1,,79000,112.53,112.28,113.32,0,1
2012-08-30,0.0,,20200,112.28,113.93,114.5,1,1
2012-08-31,0.0,,2375,113.93,114.98,113.64,1,0
2012-08-31,0.0,,1110,113.93,114.98,113.64,1,0
2012-08-31,2.0,,52668,113.93,114.98,113.64,1,0
2012-09-03,0.33,,20000,113.93,114.98,113.84,1,0
2012-09-05,0.0,,40750,113.32,114.5,114.86,1,1
2012-09-05,8.78,,37739,113.32,114.5,114.86,1,1
2012-09-06,0.0,,10564,114.5,113.64,116.0,0,1
2012-09-06,0.0,,2000,114.5,113.64,116.0,0,1
2012-09-06,0.02,,470002,114.5,113.64,116.0,0,1
2012-09-09,54.65,,42494,113.64,113.84,116.7,1,1
2012-09-10,0.1,,68901,113.84,114.86,116.7,1,1
2012-09-11,0.0,,1430920,114.86,114.86,113.29,1,0
2012-09-11,0.0,,10730,114.86,114.86,113.29,1,0
2012-09-11,0.0,,112000,114.86,114.86,113.29,1,0
2012-09-12,0.0,,2650,114.86,116.0,108.49,1,0
2012-09-13,0.17,,1475,116.0,117.48,109.41,1,0
2012-09-13,3.75,,525,116.0,117.48,109.41,1,0
2012-09-13,6700.0,,264000,116.0,117.48,109.41,1,0
2012-09-16,0.0,,154000,117.48,116.7,109.2,0,0
2012-09-18,0.0,,44000,113.29,108.49,110.77,0,0
2012-09-18,2.0,,37660,113.29,108.49,110.77,0,0
2012-09-18,0.75,,10600,113.29,108.49,110.77,0,0
2012-09-19,0.0,,3600,108.49,109.41,108.99,1,1
2012-09-21,0.0,,45000,111.27,109.2,111.36,0,1
2012-09-21,0.48,,26543,111.27,109.2,111.36,0,1
2012-09-23,0.0,,2000,111.27,109.2,112.58,0,1
2012-09-24,0.24,,25520,109.2,110.77,112.58,1,1
2012-09-24,1.09,,1600,109.2,110.77,112.58,1,1
2012-09-25,0.0,,93318,110.77,108.99,112.49,0,1
2012-09-26,0.0,,3630,108.99,111.45,109.32,1,1
2012-09-26,0.0,,82000,108.99,111.45,109.32,1,1
2012-09-26,0.5,,2200,108.99,111.45,109.32,1,1
2012-09-26,3.0,,24598,108.99,111.45,109.32,1,1
2012-09-27,0.0,,1050,111.45,111.36,110.48,0,0
2012-09-28,0.0,,245000,111.36,112.58,112.17,1,1
2012-09-29,20.0,,167200,111.36,112.58,112.6,1,1
2012-10-01,0.24,,7024,112.58,112.49,112.6,0,1
2012-10-03,23.8,,1285800,109.32,110.48,116.11,1,1
2012-10-07,0.0,,322649,112.17,112.6,115.0,1,1
2012-10-08,0.9,,85600,112.6,114.32,115.0,1,1
2012-10-10,25.0,,193527,116.11,116.18,113.49,1,0
2012-10-10,0.48,,1000,116.11,116.18,113.49,1,0
2012-10-12,0.0,,10190,115.17,115.0,111.89,0,0
2012-10-13,0.02,,17000,115.17,115.0,109.62,0,0
2012-10-14,0.0,,75419,115.17,115.0,109.62,0,0
2012-10-16,0.0,,16012,115.0,113.49,107.53,0,0
2012-10-16,0.0,,25160,115.0,113.49,107.53,0,0
2012-10-16,0.0,,170000,115.0,113.49,107.53,0,0
2012-10-17,0.0,,32477,113.49,112.58,107.66,0,0
2012-10-17,0.24,,26200,113.49,112.58,107.66,0,0
2012-10-18,0.0,,54000,112.58,111.89,107.64,0,0
2012-10-19,55.0,,82700,111.89,109.62,108.9,0,0
2012-10-23,0.0,,95100,107.53,107.66,109.4,1,1
2012-10-25,0.0,,95800,107.64,108.9,108.84,1,1
2012-10-29,0.0,,3463,109.33,109.4,105.59,1,0
2012-10-30,0.24,,3820,109.4,109.89,109.27,1,0
2012-10-30,0.0,,44020,109.4,109.89,109.27,1,0
2012-10-31,0.0,,423463,109.89,108.84,108.21,0,0
2012-10-31,90.0,,88000,109.89,108.84,108.21,0,0
2012-11-02,200.0,,35000,106.79,105.59,108.61,0,1
2012-11-02,0.0,,17200,106.79,105.59,108.61,0,1
2012-11-02,0.6,,3648,106.79,105.59,108.61,0,1
2012-11-02,0.0,,7584,106.79,105.59,108.61,0,1
2012-11-03,0.11,,230005,106.79,105.59,110.23,0,1
2012-11-03,0.0,,35400,106.79,105.59,110.23,0,1
2012-11-05,0.1,,68000,105.59,109.27,110.23,1,1
2012-11-05,0.0,,362000,105.59,109.27,110.23,1,1
2012-11-07,20.0,,1180000,108.21,107.23,109.66,0,1
2012-11-07,0.47,,32200,108.21,107.23,109.66,0,1
2012-11-08,0.48,,2570,107.23,108.61,110.07,1,1
2012-11-09,0.05,,55784,108.61,110.23,106.81,1,0
2012-11-11,0.0,,2460,108.61,110.23,110.06,1,1
2012-11-12,0.5,,12041,110.23,108.82,110.06,0,0
2012-11-13,0.0,,2403151,108.82,109.66,110.01,1,1
2012-11-13,0.8,,525,108.82,109.66,110.01,1,1
2012-11-13,0.0,,19050,108.82,109.66,110.01,1,1
2012-11-13,0.0,,183450,108.82,109.66,110.01,1,1
2012-11-15,0.0,,2000,110.07,106.81,110.14,0,1
2012-11-15,1.3,,175000,110.07,106.81,110.14,0,1
2012-11-20,0.0,,40600,110.01,110.81,109.33,1,0
2012-11-20,0.0,,9800000,110.01,110.81,109.33,1,0
2012-11-20,0.0,,13868,110.01,110.81,109.33,1,0
2012-11-21,0.0,,19400,110.81,110.14,108.26,0,0
2012-11-21,0.0,,933000,110.81,110.14,108.26,0,0
2012-11-22,2.62,,158100,110.81,110.14,110.47,0,0
2012-11-23,5.0,,15500,110.14,110.18,110.84,1,1
2012-11-24,0.0,,495700,110.14,110.18,111.27,1,1
2012-11-24,0.0,,147000,110.14,110.18,111.27,1,1
2012-11-25,0.0,,12200,110.14,110.18,111.27,1,1
2012-11-25,0.1,,62477,110.14,110.18,111.27,1,1
2012-11-26,2.0,,2416,110.18,109.33,111.27,0,1
2012-11-26,23.0,,119829,110.18,109.33,111.27,0,1
2012-11-28,0.0,,301311,108.26,110.47,108.96,1,1
2012-12-01,1187.69,,43897,110.84,111.27,108.25,1,0
2012-12-01,0.0,,25265,110.84,111.27,108.25,1,0
2012-12-01,0.1,,7000,110.84,111.27,108.25,1,0
2012-12-03,0.0,,48695,111.27,109.99,108.25,0,0
2012-12-05,329.0,,493500,108.96,108.01,110.17,0,1
2012-12-10,32.0,,113318,108.25,107.6,109.35,0,1
2012-12-10,5.3,,8450,108.25,107.6,109.35,0,1
2012-12-10,0.0,,138000,108.25,107.6,109.35,0,1
2012-12-11,0.0,,1900,107.6,110.17,109.96,1,1
2012-12-14,0.0,,157000,109.28,109.35,109.13,1,0
2012-12-14,0.0,,14588,109.28,109.35,109.13,1,0
2012-12-16,0.0,,11000,109.28,109.35,108.44,1,0
2012-12-17,23.81,,170195,109.35,109.96,108.44,1,0
2012-12-17,0.0,,1513925,109.35,109.96,108.44,1,0
2012-12-18,0.25,,25020,109.96,109.95,110.72,0,1
2012-12-19,6719.0,,256891,109.95,110.57,110.72,1,1
2012-12-19,0.5,,2880,109.95,110.57,110.72,1,1
2012-12-19,0.0,,0,109.95,110.57,110.72,1,1
2012-12-20,0.0,,21000,110.57,109.13,110.04,0,0
2012-12-21,0.0,,77332,109.13,108.44,110.05,0,1
2012-12-21,0.0,,1216083,109.13,108.44,110.05,0,1
2012-12-21,0.0,,9530,109.13,108.44,110.05,0,1
2012-12-21,0.0,,42300,109.13,108.44,110.05,0,1
2012-12-22,7.0,,401000,109.13,108.44,110.8,0,1
2012-12-23,2.0,,37407,109.13,108.44,110.8,0,1
2012-12-24,0.0,,4980,108.44,110.72,110.8,1,1
2012-12-24,0.2,,1600,108.44,110.72,110.8,1,1
2012-12-27,20.0,,22582,110.04,110.05,113.03,1,1
2012-12-27,0.0,,40250,110.04,110.05,113.03,1,1
2012-12-29,0.0,,6000,110.05,110.8,112.49,1,1
2012-12-31,5.6,,15466,110.8,112.98,112.49,1,1
2012-12-31,0.0,,11090,110.8,112.98,112.49,1,1
2013-01-01,25.4,,1552922,110.8,112.98,113.03,1,1
2013-01-02,0.0,,66918,112.98,113.03,113.07,1,1
2013-01-02,0.0,,9800,112.98,113.03,113.07,1,1
2013-01-02,2.0,,37308,112.98,113.03,113.07,1,1
2013-01-04,0.0,,225400,112.58,112.49,110.3,0,0
2013-01-07,0.0,,100523,112.49,113.03,111.32,1,0
2013-01-07,0.0,,1500,112.49,113.03,111.32,1,0
2013-01-07,10.0,,45029,112.49,113.03,111.32,1,0
2013-01-08,0.0,,2429,113.03,113.07,111.72,1,0
2013-01-08,0.0,,10040,113.03,113.07,111.72,1,0
2013-01-08,0.0,,136000,113.03,113.07,111.72,1,0
2013-01-10,0.0,,156028,112.97,110.3,111.01,0,0
2013-01-10,0.0,,15020,112.97,110.3,111.01,0,0
2013-01-11,1.5,,5700,110.3,111.32,111.71,1,1
2013-01-11,0.2,,25100,110.3,111.32,111.71,1,1
2013-01-11,0.0,,65373,110.3,111.32,111.71,1,1
2013-01-13,0.0,,6600,110.3,111.32,112.72,1,1
2013-01-14,0.0,,2265,111.32,111.72,112.72,1,1
2013-01-15,0.03,,4800,111.72,110.97,112.72,0,1
2013-01-17,0.0,,780,111.01,111.71,114.59,1,1
2013-01-17,0.12,,2991,111.01,111.71,114.59,1,1
2013-01-17,41.8,,23540,111.01,111.71,114.59,1,1
2013-01-17,1.2,,22200,111.01,111.71,114.59,1,1
2013-01-18,97.52,,30000,111.71,112.72,113.88,1,1
2013-01-21,0.0,,2440,111.71,112.72,113.92,1,1
2013-01-21,0.0,,10500,111.71,112.72,113.92,1,1
2013-01-21,1.0,,1545,111.71,112.72,113.92,1,1
2013-01-21,2.0,,2708,111.71,112.72,113.92,1,1
2013-01-22,0.0,,5438,112.72,113.68,115.22,1,1
2013-01-22,0.0,,5417,112.72,113.68,115.22,1,1
2013-01-23,3.0,,25250,113.68,114.59,115.42,1,1
2013-01-24,0.15,,45000,114.59,113.88,115.55,0,1
2013-01-24,0.0,,40285,114.59,113.88,115.55,0,1
2013-01-24,230.0,,734668,114.59,113.88,115.55,0,1
2013-01-24,0.0,,56200,114.59,113.88,115.55,0,1
2013-01-26,0.0,,158934,113.88,113.92,116.06,1,1
2013-01-27,0.0,,120500,113.88,113.92,116.06,1,1
2013-01-28,2.0,,224259,113.92,115.22,116.06,1,1
2013-01-29,0.0,,252000,115.22,115.42,117.03,1,1
2013-01-29,0.0,,34040,115.22,115.42,117.03,1,1
2013-01-29,8.7,,8696,115.22,115.42,117.03,1,1
2013-01-29,18.0,,16900,115.22,115.42,117.03,1,1
2013-01-30,0.0,,81000,115.42,115.55,116.61,1,1
2013-01-30,4.83,,7515,115.42,115.55,116.61,1,1
2013-01-31,0.0,,20100,115.55,115.55,117.17,1,1
2013-01-31,0.45,,7100,115.55,115.55,117.17,1,1
2013-01-31,0.0,,213000,115.55,115.55,117.17,1,1
2013-02-03,25.0,,115462,115.55,116.06,118.29,1,1
2013-02-04,0.0,,785000,116.06,117.03,118.29,1,1
2013-02-04,0.0,,15200,116.06,117.03,118.29,1,1
2013-02-05,0.0,,20850,117.03,116.61,117.89,0,1
2013-02-05,0.36,,585,117.03,116.61,117.89,0,1
2013-02-05,0.0,,5201153,117.03,116.61,117.89,0,1
2013-02-05,9.0,,278559,117.03,116.61,117.89,0,1
2013-02-06,25.0,,163973,116.61,117.17,118.43,1,1
2013-02-07,2.0,,37089,117.17,118.9,118.48,1,1
2013-02-07,0.0,,26379,117.17,118.9,118.48,1,1
2013-02-08,0.5,,270046,118.9,118.29,117.4,0,0
2013-02-08,0.0,,30000,118.9,118.29,117.4,0,0
2013-02-09,13.0,,117898,118.9,118.29,117.04,0,0
2013-02-11,0.0,,60025,118.29,117.89,117.04,0,0
2013-02-12,0.48,,36618,117.89,118.43,117.04,1,0
2013-02-12,0.0,,47950,117.89,118.43,117.04,1,0
2013-02-13,15.5,,173869,118.43,118.48,116.23,1,0
2013-02-13,3.4,,145513,118.43,118.48,116.23,1,0
2013-02-13,0.3,,119463,118.43,118.48,116.23,1,0
2013-02-14,0.3,,38197,118.48,117.4,114.19,0,0
2013-02-14,0.3,,13122,118.48,117.4,114.19,0,0
2013-02-14,20.0,,125700,118.48,117.4,114.19,0,0
2013-02-15,1.0,,100000,117.4,117.04,113.74,0,0
2013-02-16,15.0,,17700,117.4,117.04,114.55,0,0
2013-02-18,0.0,,66095,117.4,117.04,114.55,0,0
2013-02-18,0.0,,15000,117.4,117.04,114.55,0,0
2013-02-18,0.0,,33581,117.4,117.04,114.55,0,0
2013-02-19,0.0,,18000,117.04,116.23,112.96,0,0
2013-02-19,0.0,,49552,117.04,116.23,112.96,0,0
2013-02-19,0.0,,10240,117.04,116.23,112.96,0,0
2013-02-19,0.1,,0,117.04,116.23,112.96,0,0
2013-02-21,0.0,,675000,114.19,113.74,112.2,0,0
2013-02-21,0.01,,870020,114.19,113.74,112.2,0,0
2013-02-21,0.0,,1135855,114.19,113.74,112.2,0,0
2013-02-22,0.0,,118550,113.74,114.55,110.14,1,0
2013-02-22,0.0,,6477,113.74,114.55,110.14,1,0
2013-02-22,1.57,,5680,113.74,114.55,110.14,1,0
2013-02-23,50.0,,3634605,113.74,114.55,109.9,1,0
2013-02-25,37.16,,5299,114.55,112.96,109.9,0,0
2013-02-26,0.0,,158900,112.96,112.24,110.42,0,0
2013-02-27,0.0,,150000,112.24,112.2,110.27,0,0
2013-02-28,0.0,,214538,112.2,110.14,110.42,0,0
2013-02-28,0.9,,6885,112.2,110.14,110.42,0,0
2013-03-01,3.0,,8858,110.14,109.9,108.91,0,0
2013-03-04,0.0,,3126,109.9,110.42,108.64,1,0
2013-03-05,0.5,,5650,110.42,110.27,108.48,0,0
2013-03-05,0.0,,8730,110.42,110.27,108.48,0,0
2013-03-06,0.0,,20150,110.27,110.42,107.51,1,0
2013-03-07,0.0,,55100,110.42,108.91,108.1,0,0
2013-03-07,50.76,,1118000,110.42,108.91,108.1,0,0
2013-03-07,0.0,,12550,110.42,108.91,108.1,0,0
2013-03-08,0.1,,222000,108.91,108.64,109.32,0,1
2013-03-09,300.0,,3384814,108.91,108.64,108.54,0,0
2013-03-11,38.0,,216515,108.64,108.48,108.54,0,0
2013-03-11,17.5,,29459,108.64,108.48,108.54,0,0
2013-03-12,23702.0,1.0,10262149,108.48,107.51,106.91,0,0
2013-03-18,0.0,,44421,108.54,106.91,106.66,0,0
2013-03-18,2.0,,30300,108.54,106.91,106.66,0,0
2013-03-18,0.0,,21819684,108.54,106.91,106.66,0,0
2013-03-20,140.0,,133107,108.27,106.41,108.51,0,1
2013-03-20,0.0,,23780,108.27,106.41,108.51,0,1
2013-03-23,57.0,,148110,106.51,106.66,108.76,1,1
2013-03-26,2.0,,83848,107.1,108.51,109.66,1,1
2013-03-27,5.88,,2400,108.51,108.46,107.82,0,0
2013-03-29,415.0,,10000000,108.46,108.76,103.98,1,0
2013-03-29,1090.0,,91300000,108.46,108.76,103.98,1,0
2013-03-29,1.6,,296,108.46,108.76,103.98,1,0
2013-03-31,0.0,,20160,108.46,108.76,103.16,1,0
2013-03-31,0.06,,482401,108.46,108.76,103.16,1,0
2013-04-01,0.0,,6430,108.76,109.66,103.16,1,0
2013-04-01,0.0,,1582100,108.76,109.66,103.16,1,0
2013-04-01,1.39,,325409,108.76,109.66,103.16,1,0
2013-04-02,65.0,,283000,109.66,107.82,104.08,0,0
2013-04-02,0.0,,13876,109.66,107.82,104.08,0,0
2013-04-03,0.0,,22150,107.82,105.09,104.8,0,0
2013-04-03,0.0,,10400,107.82,105.09,104.8,0,0
2013-04-03,0.2,,2050,107.82,105.09,104.8,0,0
2013-04-03,0.75,,2617,107.82,105.09,104.8,0,0
2013-04-03,0.0,,51000,107.82,105.09,104.8,0,0
2013-04-04,1.0,,1100,105.09,103.98,103.62,0,0
2013-04-04,0.0,,10450,105.09,103.98,103.62,0,0
2013-04-04,9.0,,40300,105.09,103.98,103.62,0,0
2013-04-05,0.0,,300,103.98,103.16,100.58,0,0
2013-04-05,0.0,,40075,103.98,103.16,100.58,0,0
2013-04-06,0.0,,9275000,103.98,103.16,99.32,0,0
2013-04-06,0.07,,200100,103.98,103.16,99.32,0,0
2013-04-06,0.0,,150142,103.98,103.16,99.32,0,0
2013-04-07,0.0,,1743000,103.98,103.16,99.32,0,0
2013-04-07,0.0,,500,103.98,103.16,99.32,0,0
2013-04-09,0.0,,72010,104.08,104.8,97.88,1,0
2013-04-12,5.0,,3904,100.58,99.32,98.94,0,0
2013-04-12,0.0,,243264,100.58,99.32,98.94,0,0
2013-04-14,0.0,,62250,100.58,99.32,99.07,0,0
2013-04-15,2.9,,33286,99.32,97.88,99.07,0,0
2013-04-17,0.0,,10000,96.84,97.48,100.71,1,1
2013-04-19,2.0,,12400,98.94,99.07,102.39,1,1
2013-04-19,0.0,,35440,98.94,99.07,102.39,1,1
2013-04-20,0.0,,15275,98.94,99.07,102.88,1,1
2013-04-22,0.0,,11160,99.07,99.25,102.88,1,1
2013-04-22,1.0,,10300,99.07,99.25,102.88,1,1
2013-04-23,0.0,,638140,99.25,100.71,101.53,1,1
2013-04-23,4.0,,24015,99.25,100.71,101.53,1,1
2013-04-23,0.0,,12500,99.25,100.71,101.53,1,1
2013-04-23,0.0,,240678,99.25,100.71,101.53,1,1
2013-04-24,0.0,,212549,100.71,101.62,98.34,1,0
2013-04-25,0.0,,3190,101.62,102.39,100.32,1,0
2013-04-29,0.0,,10984,102.88,101.53,105.0,0,1
2013-04-30,0.0,,273100,101.53,98.34,105.18,0,1
2013-05-01,253.0,,929369,98.34,100.32,103.79,1,1
2013-05-02,0.0,,359706,100.32,104.6,103.59,1,1
2013-05-03,0.0,,5405,104.6,105.0,101.31,1,0
2013-05-03,0.0,,6075,104.6,105.0,101.31,1,0
2013-05-03,0.0,,150000,104.6,105.0,101.31,1,0
2013-05-03,0.0,,520,104.6,105.0,101.31,1,0
2013-05-06,0.4,,40500,105.0,105.18,102.17,1,0
2013-05-06,0.0,,1000,105.0,105.18,102.17,1,0
2013-05-06,0.48,,825,105.0,105.18,102.17,1,0
2013-05-06,0.92,,75840,105.0,105.18,102.17,1,0
2013-05-07,0.0,,12750,105.18,103.79,102.7,0,0
2013-05-07,0.0,,231412,105.18,103.79,102.7,0,0
2013-05-07,0.0,,7661,105.18,103.79,102.7,0,0
2013-05-08,1.0,,286000,103.79,103.59,101.57,0,0
2013-05-08,1.0,,3437,103.79,103.59,101.57,0,0
2013-05-09,0.0,,5928050,103.59,101.31,104.27,0,1
2013-05-10,0.0,,91200,101.31,102.17,103.83,1,1
2013-05-11,0.5,,86440,101.31,102.17,104.55,1,1
2013-05-12,0.0,,321684,101.31,102.17,104.55,1,1
2013-05-14,0.5,,13521,102.7,101.57,103.1,0,1
2013-05-14,0.38,,2150,102.7,101.57,103.1,0,1
2013-05-15,1.0,,66000,101.57,104.27,102.14,1,1
2013-05-15,0.0,,450000,101.57,104.27,102.14,1,1
2013-05-16,0.0,,3658,104.27,103.83,100.46,0,0
2013-05-16,70.0,,594500,104.27,103.83,100.46,0,0
2013-05-16,0.7,,35,104.27,103.83,100.46,0,0
2013-05-17,0.0,,1540,103.83,104.55,101.24,1,0
2013-05-17,0.61,,342500,103.83,104.55,101.24,1,0
2013-05-18,2.39,,50120,103.83,104.55,103.77,1,0
2013-05-18,175.0,,13844274,103.83,104.55,103.77,1,0
2013-05-19,0.0,,3600,103.83,104.55,103.77,1,0
2013-05-19,0.0,,2600,103.83,104.55,103.77,1,0
2013-05-19,0.0,,41173,103.83,104.55,103.77,1,0
2013-05-20,0.0,,45672,104.55,103.1,103.77,0,0
2013-05-21,0.0,,5100,103.1,102.14,103.77,0,1
2013-05-22,0.0,,5250,102.14,100.46,102.14,0,1
2013-05-23,0.0,,7000,100.46,101.24,101.79,1,1
2013-05-23,0.0,,36835,100.46,101.24,101.79,1,1
2013-05-24,0.0,,7050,101.24,103.77,100.43,1,0
2013-05-27,0.0,,3090,101.24,103.77,101.63,1,1
2013-05-28,0.0,,350,103.77,102.14,102.04,0,0
2013-05-28,0.0,,23676,103.77,102.14,102.04,0,0
2013-05-28,0.0,,140,103.77,102.14,102.04,0,0
2013-05-29,0.8,,540,102.14,101.79,103.51,0,1
2013-05-29,0.0,,6834,102.14,101.79,103.51,0,1
2013-05-31,0.0,,73569,100.43,101.63,104.07,1,1
2013-05-31,200.0,,325000,100.43,101.63,104.07,1,1
2013-06-01,5.0,,5500,100.43,101.63,103.87,1,1
2013-06-02,0.0,,12555,100.43,101.63,103.87,1,1
2013-06-03,158.0,,554500,101.63,102.04,103.87,1,1
2013-06-04,3.7,,13325,102.04,103.51,101.5,1,0
2013-06-05,0.48,,11020,103.51,103.37,103.11,0,0
2013-06-06,0.0,,3070,103.37,104.07,103.38,1,1
2013-06-06,0.0,,31047,103.37,104.07,103.38,1,1
2013-06-07,0.0,,4248,104.07,103.87,105.1,0,1
2013-06-07,0.0,,1600,104.07,103.87,105.1,0,1
2013-06-10,26.0,,67675,103.87,101.5,105.8,0,1
2013-06-12,3034.0,,1025000,103.11,103.38,105.56,1,1
2013-06-12,0.0,,55000,103.11,103.38,105.56,1,1
2013-06-14,0.0,,25700,105.1,105.8,100.36,1,0
2013-06-15,0.24,,560,105.1,105.8,99.8,1,0
2013-06-16,0.0,,19137,105.1,105.8,99.8,1,0
2013-06-16,0.0,,23,105.1,105.8,99.8,1,0
2013-06-17,0.0,,40516,105.8,105.21,99.8,0,0
2013-06-18,0.0,,4170,105.21,105.56,101.51,1,0
2013-06-18,0.0,,6000,105.21,105.56,101.51,1,0
2013-06-18,0.0,,5000,105.21,105.56,101.51,1,0
2013-06-20,0.3,,29300,102.72,100.36,102.74,0,1
2013-06-20,0.0,,13500,102.72,100.36,102.74,0,1
2013-06-25,60.0,,199740,101.51,100.62,103.96,0,1
2013-06-26,0.0,,13000,100.62,102.74,106.12,1,1
2013-06-27,1.0,,1200,102.74,102.49,107.46,0,1
2013-06-29,1.0,,58100,102.49,103.19,107.75,1,1
2013-06-29,0.0,,10000,102.49,103.19,107.75,1,1
2013-06-30,0.01,,175000,102.49,103.19,107.75,1,1
2013-06-30,0.0,,42600,102.49,103.19,107.75,1,1
2013-07-01,18.18,,209666,103.19,103.96,107.75,1,1
2013-07-01,5.0,,188903,103.19,103.96,107.75,1,1
2013-07-02,400.0,,1985787,103.96,106.12,107.9,1,1
2013-07-09,0.0,,47847,107.9,108.43,109.29,1,1
2013-07-09,0.0,,100,107.9,108.43,109.29,1,1
2013-07-09,50.0,,575000,107.9,108.43,109.29,1,1
2013-07-10,0.0,,431656,108.43,108.18,109.67,0,1
2013-07-11,0.9,,10000,108.18,109.03,109.71,1,1
2013-07-11,0.0,,10730,108.18,109.03,109.71,1,1
2013-07-11,0.0,,6640,108.18,109.03,109.71,1,1
2013-07-11,0.0,,55540,108.18,109.03,109.71,1,1
2013-07-12,0.02,,1000000,109.03,109.05,109.34,1,1
2013-07-15,0.0,,32077,109.05,109.29,108.82,1,0
2013-07-15,0.0,,518642,109.05,109.29,108.82,1,0
2013-07-16,0.8,,30650,109.29,109.67,109.27,1,0
2013-07-16,0.0,,2505,109.29,109.67,109.27,1,0
2013-07-18,0.0,,1317928,109.71,109.34,108.1,0,0
2013-07-19,0.0,,4500,109.34,108.82,107.57,0,0
2013-07-20,0.0,,20200,109.34,108.82,108.1,0,0
2013-07-22,0.0,,35456,108.82,109.27,108.1,1,0
2013-07-22,0.0,,338000,108.82,109.27,108.1,1,0
2013-07-22,0.0,,737394,108.82,109.27,108.1,1,0
2013-07-22,0.0,,236000,108.82,109.27,108.1,1,0
2013-07-23,0.0,,5000,109.27,108.23,107.47,0,0
2013-07-25,0.0,,0,108.1,107.57,109.94,0,1
2013-07-26,0.0,,1996000,107.57,108.1,109.63,1,1
2013-07-27,0.0,,16200,107.57,108.1,109.81,1,1
2013-07-27,2.8,,1200,107.57,108.1,109.81,1,1
2013-07-29,14744.0,,16986690,108.1,107.47,109.81,0,1
2013-07-29,0.0,,107500,108.1,107.47,109.81,0,1
2013-07-30,0.0,,3000,107.47,107.89,108.77,1,1
2013-07-30,0.0,,2000,107.47,107.89,108.77,1,1
2013-07-31,12.5,,935525,107.89,109.94,108.39,1,1
2013-07-31,0.1,,0,107.89,109.94,108.39,1,1
2013-08-01,5.0,,2020,109.94,109.63,107.32,0,0
2013-08-01,0.2,,46300,109.94,109.63,107.32,0,0
2013-08-01,0.0,,5500,109.94,109.63,107.32,0,0
2013-08-01,0.0,,44100,109.94,109.63,107.32,0,0
2013-08-03,0.0,,836469,109.63,109.81,109.28,1,0
2013-08-04,0.0,,9150,109.63,109.81,109.28,1,0
2013-08-05,0.0,,2907080,109.81,108.77,109.28,0,0
2013-08-06,0.0,,60958,108.77,108.39,110.69,0,1
2013-08-08,0.0,,10119,107.32,108.49,111.58,1,1
2013-08-08,0.0,,52720,107.32,108.49,111.58,1,1
2013-08-08,0.0,,427913,107.32,108.49,111.58,1,1
2013-08-09,0.5,,6553,108.49,109.28,111.82,1,1
2013-08-10,0.0,,4850,108.49,109.28,111.41,1,1
2013-08-12,0.0,,15325,109.28,110.69,111.41,1,1
2013-08-12,18400.0,,515000,109.28,110.69,111.41,1,1
2013-08-13,0.0,,33800,110.69,110.26,110.74,0,1
2013-08-13,11405.0,,4917350,110.69,110.26,110.74,0,1
2013-08-13,0.02,,27000,110.69,110.26,110.74,0,1
2013-08-15,0.0,,17900,111.58,111.82,110.51,1,0
2013-08-15,0.0,,45970,111.58,111.82,110.51,1,0
2013-08-16,0.0,,0,111.82,111.41,112.12,0,1
2013-08-18,0.0,,7175,111.82,111.41,112.23,0,1
2013-08-19,5.23,,112822,111.41,110.74,112.23,0,1
2013-08-19,0.0,,23500,111.41,110.74,112.23,0,1
