date,barrels,fatalities,cost,price,next_day_price,next_week_price,next_day,next_week
2015-12-01,0.0,,291898,42.97,41.92,39.44,0,0
2015-12-02,0.0,,5015,41.92,42.0,39.04,1,0
2015-12-03,443.0,,50061,42.0,41.44,38.65,0,0
2015-12-04,0.0,,2635,41.44,39.69,36.99,0,0
2015-12-08,1.0,,525700,39.44,39.04,37.66,0,0
2015-12-10,0.0,,30000,38.65,36.99,36.29,0,0
2015-12-11,0.0,,9045,36.99,36.51,36.76,0,0
2015-12-14,0.0,,23600,36.51,37.66,35.34,1,0
2015-12-14,0.0,,2525,36.51,37.66,35.34,1,0
2015-12-15,0.47,,205030,37.66,36.96,35.26,0,0
2015-12-16,21.0,,11655,36.96,36.29,35.79,0,0
2015-12-17,0.02,,140953,36.29,36.76,37.22,1,1
2015-12-18,0.0,,9799,36.76,35.34,37.08,0,1
2015-12-21,0.0,,450172,35.34,35.26,37.08,0,1
2015-12-23,8.0,,190700,35.79,37.22,35.65,1,0
2015-12-24,0.8,,513,37.22,37.08,36.61,0,0
2015-12-25,0.0,,13350,37.22,37.08,36.28,0,0
2016-01-01,0.35,,22800,36.61,36.28,31.67,0,0
2016-01-03,250.0,,451950,36.61,36.28,30.14,0,0
2016-01-04,0.35,,110,36.28,35.56,30.14,0,0
2016-01-04,0.0,,85492,36.28,35.56,30.14,0,0
2016-01-05,0.0,,195095,35.56,33.89,29.14,0,0
2016-01-08,0.0,,8000,31.67,30.14,28.8,0,0
2016-01-08,0.0,,22925,31.67,30.14,28.8,0,0
2016-01-08,2834.0,,4200000,31.67,30.14,28.8,0,0
2016-01-08,0.0,,43800,31.67,30.14,28.8,0,0
2016-01-11,140.0,,50160,30.14,29.14,27.36,0,0
2016-01-12,1.0,,23000,29.14,28.58,27.36,0,0
2016-01-12,0.01,,26026,29.14,28.58,27.36,0,0
2016-01-12,0.2,,14,29.14,28.58,27.36,0,0
2016-01-13,0.0,,3560,28.58,28.84,26.01,1,0
2016-01-13,0.0,,1515,28.58,28.84,26.01,1,0
2016-01-13,0.0,,20511,28.58,28.84,26.01,1,0
2016-01-15,149.0,,562819,28.8,27.36,30.46,0,1
2016-01-15,1.1,,1200,28.8,27.36,30.46,0,1
2016-01-15,0.24,,114050,28.8,27.36,30.46,0,1
2016-01-17,319.0,,77902,28.8,27.36,29.82,0,1
2016-01-18,0.0,,500,27.36,27.36,29.82,1,1
2016-01-19,0.0,,7530,27.36,26.01,30.94,0,1
2016-01-20,0.0,,13616,26.01,27.59,31.83,1,1
2016-01-20,0.85,,11606,26.01,27.59,31.83,1,1
2016-01-21,1.0,,200,27.59,30.46,33.01,1,1
2016-01-22,0.0,,22600,30.46,29.82,33.14,0,1
2016-01-22,1.0,,1095819,30.46,29.82,33.14,0,1
2016-01-22,0.02,,75353,30.46,29.82,33.14,0,1
2016-01-22,0.0,,24300,30.46,29.82,33.14,0,1
2016-01-23,0.0,,25025,30.46,29.82,32.45,0,1
2016-01-23,20.0,,736418,30.46,29.82,32.45,0,1
2016-01-26,0.0,,5290,30.94,31.83,30.98,1,1
2016-01-26,53.0,,149322,30.94,31.83,30.98,1,1
2016-01-26,0.0,,177352,30.94,31.83,30.98,1,1
2016-01-27,0.0,,50700,31.83,33.01,32.38,1,1
2016-01-27,0.0,,15000,31.83,33.01,32.38,1,1
2016-01-28,0.0,,15006,33.01,33.14,32.76,1,0
2016-01-28,0.0,,30600,33.01,33.14,32.76,1,0
2016-01-29,0.0,,2050,33.14,32.45,32.35,0,0
2016-01-29,0.0,,9490,33.14,32.45,32.35,0,0
2016-01-29,0.0,,75015,33.14,32.45,32.35,0,0
2016-01-30,0.12,,725300,33.14,32.45,31.64,0,0
2016-01-31,0.0,,1802,33.14,32.45,31.64,0,0
2016-02-01,0.0,,22764,32.45,30.98,31.64,0,0
2016-02-03,3.5,,42451,32.38,32.76,29.64,1,0
2016-02-03,0.0,,15000,32.38,32.76,29.64,1,0
2016-02-07,0.0,,43080,32.35,31.64,31.09,0,0
2016-02-07,10.0,,4020,32.35,31.64,31.09,0,0
2016-02-08,0.0,,4015,31.64,30.15,31.09,0,0
2016-02-08,0.0,,9530,31.64,30.15,31.09,0,0
2016-02-10,0.0,,1150,29.64,28.82,33.21,0,1
2016-02-10,0.0,,97752,29.64,28.82,33.21,0,1
2016-02-11,0.1,,470821,28.82,31.8,33.2,1,1
2016-02-11,15.0,,368240,28.82,31.8,33.2,1,1
2016-02-11,60.0,,188000,28.82,31.8,33.2,1,1
2016-02-12,0.0,,7300,31.8,31.09,31.66,0,0
2016-02-12,0.29,,4092,31.8,31.09,31.66,0,0
2016-02-12,14.0,,11900,31.8,31.09,31.66,0,0
2016-02-14,0.0,,187300,31.8,31.09,33.59,0,1
2016-02-14,20.0,,47020,31.8,31.09,33.59,0,1
2016-02-16,0.0,,1091961,31.09,33.21,31.9,1,1
2016-02-16,30.0,,1830055,31.09,33.21,31.9,1,1
2016-02-16,0.0,,203120,31.09,33.21,31.9,1,1
2016-02-16,0.0,,22750,31.09,33.21,31.9,1,1
2016-02-17,0.0,,10509,33.21,33.2,31.5,0,0
2016-02-17,0.0,,140000,33.21,33.2,31.5,0,0
2016-02-18,0.1,,1,33.2,31.66,32.83,0,0
2016-02-19,0.0,,6000,31.66,33.59,35.76,1,1
2016-02-20,0.0,,10600,31.66,33.59,35.92,1,1
2016-02-22,0.0,,10515,33.59,31.9,35.92,0,1
2016-02-22,0.0,,23000,33.59,31.9,35.92,0,1
2016-02-22,59.0,,2637468,33.59,31.9,35.92,0,1
2016-02-22,223.0,,9475,33.59,31.9,35.92,0,1
2016-02-23,0.64,,230923,31.9,31.5,35.73,0,1
2016-02-23,25.0,,1131061,31.9,31.5,35.73,0,1
2016-02-24,4950.0,,593860,31.5,32.83,36.38,1,1
2016-02-24,0.0,,104000,31.5,32.83,36.38,1,1
2016-02-24,0.0,,104000,31.5,32.83,36.38,1,1
2016-02-24,0.0,,33380,31.5,32.83,36.38,1,1
2016-02-26,0.27,,5011,35.76,35.92,37.61,1,1
2016-02-28,0.0,,6700,35.76,35.92,39.02,1,1
2016-02-29,0.0,,847353,35.92,35.73,39.02,0,1
2016-02-29,0.2,,502,35.92,35.73,39.02,0,1
2016-03-03,0.24,,7230,35.75,37.61,38.63,1,1
2016-03-05,0.0,,16800,37.61,39.02,38.06,1,1
2016-03-06,0.2,,75,37.61,39.02,38.06,1,1
2016-03-07,4.8,,225,39.02,39.16,38.06,1,0
2016-03-08,0.0,,1000000,39.16,40.26,37.49,1,0
2016-03-09,0.0,,9,40.26,38.63,38.38,0,0
2016-03-10,2.0,,60907,38.63,39.41,39.29,1,1
2016-03-10,1.74,,5275,38.63,39.41,39.29,1,1
2016-03-11,0.0,,12000,39.41,38.06,39.26,0,0
2016-03-11,0.37,,200000,39.41,38.06,39.26,0,0
2016-03-12,0.0,,46528,39.41,38.06,39.91,0,1
2016-03-14,0.0,,13710,38.06,37.49,39.91,0,1
2016-03-16,8.3,,750,38.38,39.29,38.84,1,1
2016-03-17,0.0,,67318,39.29,39.26,38.33,0,0
2016-03-18,0.0,,520050,39.26,39.91,38.33,1,0
2016-03-20,0.0,,19400,39.26,39.91,38.33,1,0
2016-03-21,0.0,,23020,39.91,40.54,38.33,1,0
2016-03-21,0.0,,654309,39.91,40.54,38.33,1,0
2016-03-22,0.0,,0,40.54,38.84,36.75,0,0
2016-03-23,0.0,,25496,38.84,38.33,36.75,0,0
2016-03-23,0.0,,33400,38.84,38.33,36.75,0,0
2016-03-23,29.0,,30219,38.84,38.33,36.75,0,0
2016-03-27,83.0,,17500,38.33,38.33,36.05,1,0
2016-03-28,0.0,,69200,38.33,36.75,36.05,0,0
2016-03-28,9.93,,86900,38.33,36.75,36.05,0,0
2016-03-29,0.0,,10005,36.75,36.75,35.88,1,0
2016-03-31,1.0,,8620,36.75,36.42,37.15,0,1
2016-03-31,0.0,,4472,36.75,36.42,37.15,0,1
2016-03-31,426.0,,2002168,36.75,36.42,37.15,0,1
2016-04-02,0.0,,9068339,36.42,36.05,41.58,0,1
2016-04-04,65.3,,40166,36.05,35.88,41.58,0,1
2016-04-04,0.0,,35000,36.05,35.88,41.58,0,1
2016-04-06,0.0,,23160,37.77,37.15,42.81,0,1
2016-04-10,100.1,,8500,40.71,41.58,41.64,1,1
2016-04-11,0.0,,125000,41.58,43.02,41.64,1,1
2016-04-12,0.0,,2200,43.02,42.81,43.02,0,1
2016-04-12,5.0,,67000,43.02,42.81,43.02,0,1
2016-04-14,0.0,,8850,43.02,41.32,43.48,0,1
2016-04-15,0.0,,39468,41.32,41.64,43.97,1,1
2016-04-15,8.58,,947200,41.32,41.64,43.97,1,1
2016-04-16,854.0,,9496950,41.32,41.64,42.97,1,1
2016-04-16,0.0,,342720,41.32,41.64,42.97,1,1
2016-04-19,0.0,,579126,43.02,43.09,43.94,1,1
2016-04-19,0.0,,362100,43.02,43.09,43.94,1,1
2016-04-20,2.0,,360000,43.09,43.48,44.17,1,1
2016-04-20,0.0,,401000,43.09,43.48,44.17,1,1
2016-04-20,2.0,,29428,43.09,43.48,44.17,1,1
2016-04-21,0.0,,19800,43.48,43.97,45.6,1,1
2016-04-21,0.0,,610,43.48,43.97,45.6,1,1
2016-04-23,0.0,,22321,43.97,42.97,45.82,0,1
2016-04-24,0.7,,6300,43.97,42.97,45.82,0,1
2016-04-24,0.0,,26600,43.97,42.97,45.82,0,1
2016-04-26,47.62,,1800,43.94,44.17,43.09,1,0
2016-04-28,10.0,,6000,45.6,45.64,44.39,1,0
2016-04-28,0.0,,16172,45.6,45.64,44.39,1,0
2016-04-28,0.0,,720,45.6,45.64,44.39,1,0
2016-05-01,0.0,,7000,45.64,45.82,42.43,1,0
2016-05-04,26.5,,104026,43.08,44.39,46.08,1,1
2016-05-05,80.1,,232500,44.39,44.6,46.43,1,1
2016-05-05,694.0,,11104,44.39,44.6,46.43,1,1
2016-05-05,63.0,,1108,44.39,44.6,46.43,1,1
2016-05-05,0.0,,10120,44.39,44.6,46.43,1,1
2016-05-06,0.0,,11047,44.6,42.43,47.05,0,1
2016-05-06,0.0,,5333,44.6,42.43,47.05,0,1
2016-05-06,0.1,,29930,44.6,42.43,47.05,0,1
2016-05-07,0.0,,24168,44.6,42.43,48.49,0,1
2016-05-08,0.0,,68475,44.6,42.43,48.49,0,1
2016-05-09,0.22,,30100,42.43,44.01,48.49,1,1
2016-05-10,0.0,,374451,44.01,46.08,48.71,1,1
2016-05-10,0.0,,155,44.01,46.08,48.71,1,1
2016-05-11,0.0,,7000,46.08,46.43,48.93,1,1
2016-05-12,70.0,,170,46.43,47.05,47.01,1,1
2016-05-13,0.0,,60000,47.05,48.49,48.54,1,1
2016-05-14,2.0,,20300,47.05,48.49,47.77,1,1
2016-05-15,0.0,,138850,47.05,48.49,47.77,1,1
2016-05-15,0.0,,185500,47.05,48.49,47.77,1,1
2016-05-16,0.0,,441603,48.49,48.71,47.77,1,0
2016-05-16,0.0,,16800,48.49,48.71,47.77,1,0
2016-05-17,0.14,,23000,48.71,48.93,48.42,1,0
2016-05-19,0.0,,820,47.01,48.54,49.52,1,1
2016-05-20,100.0,,4540000,48.54,47.77,49.09,0,1
2016-05-20,0.1,,60001,48.54,47.77,49.09,0,1
2016-05-21,0.0,,25,48.54,47.77,49.26,0,1
2016-05-23,24.0,,8050,47.77,48.42,49.26,1,1
2016-05-23,0.16,,207,47.77,48.42,49.26,1,1
2016-05-24,0.0,,0,48.42,48.87,49.26,1,1
2016-05-25,0.2,,200,48.87,49.52,48.81,1,0
2016-05-25,0.0,,40500,48.87,49.52,48.81,1,0
2016-05-25,0.0,,99125,48.87,49.52,48.81,1,0
2016-05-25,0.0,,3695,48.87,49.52,48.81,1,0
2016-05-27,0.02,,1,49.09,49.26,48.5,1,0
2016-05-27,9.1,,7743,49.09,49.26,48.5,1,0
2016-05-30,6.0,,66321,49.09,49.26,48.94,1,0
2016-05-31,0.0,,382524,49.26,48.81,49.76,0,1
2016-06-01,0.0,,150000,48.81,49.05,50.73,1,1
2016-06-01,0.0,,4200,48.81,49.05,50.73,1,1
2016-06-01,0.0,,126250,48.81,49.05,50.73,1,1
2016-06-02,0.29,,18,49.05,48.5,50.59,0,1
2016-06-02,0.0,,25060,49.05,48.5,50.59,0,1
2016-06-02,1.97,,155050,49.05,48.5,50.59,0,1
2016-06-03,0.0,,11121,48.5,48.94,49.7,1,1
2016-06-03,0.0,,1418000,48.5,48.94,49.7,1,1
2016-06-06,5.0,,187275,48.94,49.76,49.36,1,1
2016-06-06,0.0,,1015,48.94,49.76,49.36,1,1
2016-06-06,1.0,,25046,48.94,49.76,49.36,1,1
2016-06-07,0.0,,6402,49.76,50.73,47.88,1,0
2016-06-07,105.8,,65109,49.76,50.73,47.88,1,0
2016-06-07,0.01,,2130,49.76,50.73,47.88,1,0
2016-06-09,0.0,,7325,50.59,49.7,45.66,0,0
2016-06-10,2.0,,26900,49.7,49.36,46.57,0,0
2016-06-11,2.0,,709630,49.7,49.36,48.68,0,0
2016-06-12,0.0,,600,49.7,49.36,48.68,0,0
2016-06-13,0.0,,30500,49.36,47.88,48.68,0,0
2016-06-14,1.0,,9090,47.88,47.47,48.18,0,1
2016-06-14,0.0,,250411,47.88,47.47,48.18,0,1
2016-06-15,0.0,,51500,47.47,45.66,48.43,0,1
2016-06-17,0.0,,125200,46.57,48.68,46.69,1,1
2016-06-19,0.0,,38129,46.57,48.68,45.07,1,0
2016-06-20,3.7,,5500,48.68,48.18,45.07,0,0
2016-06-20,0.0,,425,48.68,48.18,45.07,0,0
2016-06-20,0.0,,130030,48.68,48.18,45.07,0,0
2016-06-20,0.0,,20000,48.68,48.18,45.07,0,0
2016-06-22,0.71,,176250,48.43,48.63,48.4,1,0
2016-06-23,375.0,,6157625,48.63,46.69,48.05,0,0
2016-06-23,0.0,,30000,48.63,46.69,48.05,0,0
2016-06-25,10.0,,32599,46.69,45.07,48.02,0,1
2016-06-27,0.1,,148551,45.07,46.29,48.02,1,1
2016-06-27,0.1,,125001,45.07,46.29,48.02,1,1
2016-07-01,9.0,,2189705,47.65,48.02,44.53,1,0
2016-07-02,0.0,,42950,47.65,48.02,44.04,1,0
2016-07-05,0.0,,1030,45.64,45.7,46.72,1,1
2016-07-06,2.0,,6150,45.7,45.93,44.67,1,0
2016-07-06,0.0,,46260,45.7,45.93,44.67,1,0
2016-07-06,0.12,,424700,45.7,45.93,44.67,1,0
2016-07-12,5.6,,76224,46.72,44.67,45.7,0,0
2016-07-12,0.0,,95534,46.72,44.67,45.7,0,0
2016-07-13,2.28,,3888,44.67,46.01,45.82,1,1
2016-07-13,81.4,,3369,44.67,46.01,45.82,1,1
2016-07-14,0.0,,5193,46.01,46.25,44.99,1,0
2016-07-14,16.91,,1000000,46.01,46.25,44.99,1,0
2016-07-14,0.0,,507278,46.01,46.25,44.99,1,0
2016-07-17,90.0,,7000,46.25,45.35,43.76,0,0
2016-07-19,1.1,,19431,45.7,45.82,43.56,1,0
2016-07-20,0.38,,8003,45.82,44.99,42.78,0,0
2016-07-20,0.5,,11024,45.82,44.99,42.78,0,0
2016-07-22,0.0,,55570,44.24,43.76,40.76,0,0
2016-07-22,0.0,,79380,44.24,43.76,40.76,0,0
2016-07-25,10.0,,773395,43.76,43.56,40.17,0,0
2016-07-25,0.0,,794,43.76,43.56,40.17,0,0
2016-07-26,0.0,,19882,43.56,42.78,40.0,0,0
2016-07-26,0.0,,0,43.56,42.78,40.0,0,0
2016-07-27,1.0,,7240,42.78,41.87,40.45,0,0
2016-07-28,2.0,,1200,41.87,40.76,41.33,0,0
2016-07-28,0.0,,7010,41.87,40.76,41.33,0,0
2016-07-28,0.0,,4300,41.87,40.76,41.33,0,0
2016-07-29,0.0,,14040,40.76,40.17,42.47,0,1
2016-07-29,5.9,,2200,40.76,40.17,42.47,0,1
2016-07-30,0.0,,360898,40.76,40.17,43.24,0,1
2016-07-31,2.0,,149967,40.76,40.17,43.24,0,1
2016-08-01,25.0,,84600,40.17,40.0,43.24,0,1
2016-08-02,0.0,,40180,40.0,40.45,43.37,1,1
2016-08-02,0.0,,36520,40.0,40.45,43.37,1,1
2016-08-03,4.87,,135383,40.45,41.33,42.19,1,1
2016-08-05,0.0,,3020,42.47,43.24,45.12,1,1
2016-08-05,4.0,,15160,42.47,43.24,45.12,1,1
2016-08-05,0.18,,11010,42.47,43.24,45.12,1,1
2016-08-05,0.0,,1114,42.47,43.24,45.12,1,1
2016-08-06,0.0,,36895,42.47,43.24,47.31,1,1
2016-08-08,200.0,,257650,43.24,43.37,47.31,1,1
2016-08-08,0.0,,150536,43.24,43.37,47.31,1,1
2016-08-09,0.0,,4240,43.37,42.19,48.27,0,1
2016-08-09,203.0,,381640,43.37,42.19,48.27,0,1
2016-08-09,0.0,,26030,43.37,42.19,48.27,0,1
2016-08-09,6.15,,2500,43.37,42.19,48.27,0,1
2016-08-10,0.5,,42025,42.19,44.23,48.58,1,1
2016-08-10,0.0,,500000,42.19,44.23,48.58,1,1
2016-08-10,17.0,,940,42.19,44.23,48.58,1,1
2016-08-12,4.4,,4355500,45.12,47.31,49.39,1,1
2016-08-13,0.0,,10500,45.12,47.31,48.1,1,1
2016-08-13,56.0,,2900,45.12,47.31,48.1,1,1
2016-08-13,0.0,,10000,45.12,47.31,48.1,1,1
2016-08-13,1.0,,750000,45.12,47.31,48.1,1,1
2016-08-13,0.0,,3382,45.12,47.31,48.1,1,1
2016-08-14,0.0,,11469,45.12,47.31,48.1,1,1
2016-08-15,0.7,,350,47.31,48.27,48.1,1,1
2016-08-15,0.0,,25000,47.31,48.27,48.1,1,1
2016-08-15,6.91,,5290,47.31,48.27,48.1,1,1
2016-08-16,4.4,,800,48.27,48.58,48.7,1,1
2016-08-16,5.0,,14450,48.27,48.58,48.7,1,1
2016-08-17,2.0,,51400,48.58,49.46,47.56,1,0
2016-08-17,0.89,,35046,48.58,49.46,47.56,1,0
2016-08-18,0.0,,179040,49.46,49.39,49.25,0,0
2016-08-19,0.0,,5000,49.39,48.1,49.66,0,1
2016-08-22,0.05,,8435,48.1,48.7,49.66,1,1
2016-08-23,0.0,,1000138,48.7,47.56,47.94,0,0
2016-08-23,0.1,,0,48.7,47.56,47.94,0,0
2016-08-24,0.0,,225,47.56,49.25,47.94,1,1
2016-08-25,0.0,,3571,49.25,49.66,45.05,1,0
2016-08-25,0.0,,16521,49.25,49.66,45.05,1,0
2016-08-25,0.0,,45000,49.25,49.66,45.05,1,0
2016-08-26,0.0,,46180,49.66,49.66,45.96,1,0
2016-08-29,0.0,,6300,49.66,47.94,46.72,0,0
2016-08-30,0.0,,22050,47.94,47.94,46.21,1,0
2016-08-30,3.0,,6150,47.94,47.94,46.21,1,0
2016-08-30,7.2,,400,47.94,47.94,46.21,1,0
2016-08-31,2.48,,0,47.94,45.05,47.0,0,0
2016-09-05,0.0,,6940710,46.72,46.21,47.82,0,1
2016-09-05,0.0,,45272,46.72,46.21,47.82,0,1
2016-09-05,0.0,,56400,46.72,46.21,47.82,0,1
2016-09-06,0.0,,583099,46.21,47.0,46.48,1,1
2016-09-06,0.0,,50931,46.21,47.0,46.48,1,1
2016-09-06,0.02,,305000,46.21,47.0,46.48,1,1
2016-09-07,0.0,,5260,47.0,49.23,45.65,1,0
2016-09-08,0.0,,15025,49.23,48.37,45.83,0,0
2016-09-09,5259.0,,66234072,48.37,47.82,45.26,0,0
2016-09-10,7040.0,,2160440,48.37,47.82,46.04,0,0
2016-09-11,150.0,,112245,48.37,47.82,46.04,0,0
2016-09-15,0.0,,10993,45.83,45.26,47.21,0,1
2016-09-16,0.0,,22203,45.26,46.04,46.71,1,1
2016-09-17,0.7,,4215,45.26,46.04,46.61,1,1
2016-09-18,0.4,,2750,45.26,46.04,46.61,1,1
2016-09-19,0.0,,25100,46.04,45.24,46.61,0,1
2016-09-20,0.0,,18060,45.24,45.99,44.95,1,0
2016-09-20,0.0,,15836,45.24,45.99,44.95,1,0
2016-09-22,0.0,,16575,47.21,46.71,48.43,0,1
2016-09-22,0.0,,19000,47.21,46.71,48.43,0,1
2016-09-22,1208.0,,15817,47.21,46.71,48.43,0,1
2016-09-22,0.1,,105900,47.21,46.71,48.43,0,1
2016-09-23,0.38,,300300,46.71,46.61,48.24,0,1
2016-09-24,0.0,,22005,46.71,46.61,48.61,0,1
2016-09-25,0.5,,550,46.71,46.61,48.61,0,1
2016-09-26,0.0,,50200,46.61,44.95,48.61,0,1
2016-09-27,0.0,,7289,44.95,45.49,48.81,1,1
2016-09-28,0.0,,920,45.49,48.43,49.57,1,1
2016-09-29,0.9,,52050,48.43,48.24,50.14,0,1
2016-09-29,6.3,,34310,48.43,48.24,50.14,0,1
2016-09-30,0.0,,30210,48.24,48.61,50.49,1,1
2016-10-01,0.0,,11100,48.24,48.61,51.54,1,1
2016-10-02,0.0,,3068,48.24,48.61,51.54,1,1
2016-10-02,0.0,,52041,48.24,48.61,51.54,1,1
2016-10-02,0.0,,3525,48.24,48.61,51.54,1,1
2016-10-03,3.5,,3571,48.61,48.81,51.54,1,1
2016-10-03,0.0,,20,48.61,48.81,51.54,1,1
2016-10-05,1.38,,40000,49.57,50.14,49.53,1,0
2016-10-06,0.12,,550808,50.14,50.49,49.29,1,0
2016-10-07,0.0,,0,50.49,51.54,48.87,1,0
2016-10-11,5.9,,175750,50.48,49.53,49.81,0,0
2016-10-11,0.0,,3525,50.48,49.53,49.81,0,0
2016-10-12,0.0,,1100,49.53,49.29,51.85,0,1
2016-10-12,0.0,,96222,49.53,49.29,51.85,0,1
2016-10-13,1.58,,200,49.29,48.87,50.42,0,1
2016-10-15,0.0,,2930,48.87,49.31,49.8,1,1
2016-10-16,0.5,,875,48.87,49.31,49.8,1,1
2016-10-17,0.0,,0,49.31,49.81,49.8,1,1
2016-10-17,0.0,,18505,49.31,49.81,49.8,1,1
2016-10-17,0.0,,60652,49.31,49.81,49.8,1,1
2016-10-17,1523.0,1.0,2755115,49.31,49.81,49.8,1,1
2016-10-17,0.0,,664388,49.31,49.81,49.8,1,1
2016-10-18,2.48,,487246,49.81,51.85,49.08,1,0
2016-10-20,649.0,,17149,50.42,50.28,49.13,0,0
2016-10-20,0.0,,16572,50.42,50.28,49.13,0,0
2016-10-21,1238.0,,2562426,50.28,49.8,47.78,0,0
2016-10-23,276.0,,22500,50.28,49.8,46.2,0,0
2016-10-26,0.0,,4050,48.98,49.13,44.26,1,0
2016-10-27,0.0,,10100,49.13,47.78,43.84,0,0
2016-10-28,0.0,,3133,47.78,46.2,43.06,0,0
2016-10-29,0.09,,2017,47.78,46.2,42.83,0,0
2016-10-29,35.0,,2827490,47.78,46.2,42.83,0,0
2016-10-31,0.0,,5050,46.2,45.77,42.83,0,0
2016-10-31,4444.5,2.0,0,46.2,45.77,42.83,0,0
2016-11-01,0.0,,1300,45.77,44.26,43.47,0,0
2016-11-01,0.0,,41874,45.77,44.26,43.47,0,0
2016-11-02,0.14,,100,44.26,43.84,43.88,0,0
2016-11-02,0.0,,60000,44.26,43.84,43.88,0,0
2016-11-02,0.0,,4225,44.26,43.84,43.88,0,0
2016-11-03,0.71,,73080,43.84,43.06,43.67,0,0
2016-11-04,0.0,,60000,43.06,42.83,41.61,0,0
2016-11-06,0.0,,13144,43.06,42.83,41.83,0,0
2016-11-06,0.0,,2525,43.06,42.83,41.83,0,0
2016-11-07,0.0,,23170,42.83,43.47,41.83,1,0
2016-11-08,0.0,,5220,43.47,43.88,44.15,1,1
2016-11-08,1820.0,,255290,43.47,43.88,44.15,1,1
2016-11-11,0.0,,42500,41.61,41.83,44.41,1,1
2016-11-12,86.96,,2010000,41.61,41.83,45.96,1,1
2016-11-15,0.0,,79323,44.15,45.07,46.1,1,1
2016-11-15,0.1,,127748,44.15,45.07,46.1,1,1
2016-11-16,0.0,,2136,45.07,44.57,46.54,0,1
2016-11-16,31.0,,11178,45.07,44.57,46.54,0,1
2016-11-16,4.2,,11079,45.07,44.57,46.54,0,1
2016-11-19,5.0,,2971,44.41,45.96,46.64,1,1
2016-11-20,0.1,,280,44.41,45.96,46.64,1,1
2016-11-21,0.0,,24525,45.96,46.1,46.64,1,1
2016-11-21,0.38,,5001,45.96,46.1,46.64,1,1
2016-11-24,0.0,,26250,47.54,46.32,52.28,0,1
2016-11-28,0.0,,3005,46.64,44.68,53.3,0,1
2016-11-29,1.98,,2100,44.68,47.95,52.31,1,1
2016-11-29,0.0,,795000,44.68,47.95,52.31,1,1
2016-11-29,5000.0,,0,44.68,47.95,52.31,1,1
2016-11-30,0.1,,50300,47.95,52.28,51.9,1,1
2016-12-01,0.1,,5013,52.28,52.35,51.6,1,0
2016-12-01,0.24,,51,52.28,52.35,51.6,1,0
2016-12-01,0.0,,1132000,52.28,52.35,51.6,1,0
2016-12-02,0.4,,3026,52.35,53.3,52.19,1,0
2016-12-02,1.0,,7630,52.35,53.3,52.19,1,0
2016-12-02,0.0,,155246,52.35,53.3,52.19,1,0
2016-12-05,1402.0,,0,53.3,52.31,53.99,0,1
2016-12-06,0.0,,212,52.31,51.9,53.28,0,1
2016-12-07,33.0,,927,51.9,51.6,53.15,0,1
2016-12-09,9.1,,501600,52.19,53.99,54.15,1,1
2016-12-10,0.0,,11000,52.19,53.99,53.53,1,1
2016-12-10,15.0,,10150,52.19,53.99,53.53,1,1
2016-12-11,0.0,,3700,52.19,53.99,53.53,1,1
2016-12-12,2.1,,1050,53.99,53.28,53.53,0,0
2016-12-13,4.16,,2175,53.28,53.15,54.56,0,1
2016-12-14,0.0,,357220,53.15,51.72,53.01,0,0
2016-12-14,35.0,,47000,53.15,51.72,53.01,0,0
2016-12-14,0.0,,8880,53.15,51.72,53.01,0,0
2016-12-15,45.0,,302750,51.72,54.15,54.04,1,1
2016-12-17,0.0,,117800,54.15,53.53,54.95,0,1
2016-12-19,0.0,,2010,53.53,54.56,54.95,1,1
2016-12-19,30.0,,16000,53.53,54.56,54.95,1,1
2016-12-19,0.0,,15243,53.53,54.56,54.95,1,1
2016-12-19,0.0,,152079,53.53,54.56,54.95,1,1
2016-12-20,0.0,,18750,54.56,53.01,54.95,0,1
2016-12-21,0.0,,66041,53.01,54.04,54.95,1,1
2016-12-22,0.0,,47047,54.04,53.93,54.97,0,1
2016-12-23,0.0,,65075,53.93,54.95,54.96,1,1
2016-12-24,0.0,,258510,53.93,54.95,55.05,1,1
2016-12-26,1.0,,13120,53.93,54.95,55.05,1,1
2016-12-27,0.0,,61015,53.93,54.95,55.05,1,1
2016-12-28,580.0,,105400,54.95,54.97,54.57,1,0
2016-12-29,0.0,,15050,54.97,54.96,54.99,0,1
2017-01-03,0.0,,41428,55.05,54.57,53.2,0,0
2017-01-09,0.0,,45800,54.39,53.2,54.3,0,0
